PopID	IndID	Country	PCALabelID	AdmixtureLabelID	OrderAdmixture
Surui	HGDP00849	Brazil	Americas	Americas	6_Americas
Surui	HGDP00852	Brazil	Americas	Americas	6_Americas
Piapoco	HGDP00702	Colombia	Americas	Americas	6_Americas
Piapoco	HGDP00704	Colombia	Americas	Americas	6_Americas
Piapoco	HGDP00706	Colombia	Americas	Americas	6_Americas
Piapoco	HGDP00970	Colombia	Americas	Americas	6_Americas
Mayan	HGDP00854	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00855	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00856	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00857	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00858	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00859	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00861	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00862	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00863	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00864	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00865	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00868	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00869	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00870	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00872	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00873	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00875	Mexico	Americas	Americas	6_Americas
Mayan	HGDP00877	Mexico	Americas	Americas	6_Americas
Pima	HGDP01037	Mexico	Americas	Americas	6_Americas
Pima	HGDP01041	Mexico	Americas	Americas	6_Americas
Pima	HGDP01043	Mexico	Americas	Americas	6_Americas
Pima	HGDP01044	Mexico	Americas	Americas	6_Americas
Pima	HGDP01047	Mexico	Americas	Americas	6_Americas
Pima	HGDP01050	Mexico	Americas	Americas	6_Americas
Pima	HGDP01051	Mexico	Americas	Americas	6_Americas
Pima	HGDP01053	Mexico	Americas	Americas	6_Americas
Pima	HGDP01055	Mexico	Americas	Americas	6_Americas
Pima	HGDP01056	Mexico	Americas	Americas	6_Americas
Pima	HGDP01057	Mexico	Americas	Americas	6_Americas
Pima	HGDP01058	Mexico	Americas	Americas	6_Americas
Pima	HGDP01059	Mexico	Americas	Americas	6_Americas
Pima	HGDP01060	Mexico	Americas	Americas	6_Americas
Mexico_PreColumbian_CH_MOM6.SG_LowCov	MOM6.SG	Mexico	Ancient Tarahumara	Tarahumara	7_AT
Mexico_Pre_Columbian_mummy.SG_LowCov	F9.SG	Mexico	Ancient Tarahumara	Tarahumara	7_AT
Mexico_Pericues.SG	BC25.SG	Mexico	Ancient Pericues	Pericues	8_AP
Mexico_Pericues.SG	BC29.SG	Mexico	Ancient Pericues	Pericues	8_AP
Mexico_Pericues.SG	BC30.SG	Mexico	Ancient Pericues	Pericues	8_AP
Mexico_Pericues.SG_LowCov	BC23.SG	Mexico	Ancient Pericues	Pericues	8_AP
Mexico_Pericues.SG_LowCov	BC27.SG	Mexico	Ancient Pericues	Pericues	8_AP
Mexico_Pericues.SG_LowCov	BC28.SG	Mexico	Ancient Pericues	Pericues	8_AP
Argentina_Fuego_Patagonian_LowCov.SG	MA572.SG	Argentina	Ancient FuegoPatagonian	FuegoPat	9_AFP
Argentina_Fuego_Patagonian_LowCov.SG	MA575.SG	Argentina	Ancient FuegoPatagonian	FuegoPat	9_AFP
Argentina_Fuego_Patagonian.SG	Yaghan890.SG	Argentina	Ancient FuegoPatagonian	FuegoPat	9_AFP
Argentina_Fuego_Patagonian.SG	Yaghan894.SG	Argentina	Ancient FuegoPatagonian	FuegoPat	9_AFP
Argentina_Fuego_Patagonian.SG	Yaghan895.SG	Argentina	Ancient FuegoPatagonian	FuegoPat	9_AFP
Argentina_Fuego_Patagonian.SG	MA577.SG	Argentina	Ancient FuegoPatagonian	FuegoPat	9_AFP
Chile_Fuego_Patagonian.SG	AM71.SG	Chile	Ancient FuegoPatagonian	FuegoPat	9_AFP
Chile_Fuego_Patagonian.SG	AM66.SG	Chile	Ancient FuegoPatagonian	FuegoPat	9_AFP
Chile_Fuego_Patagonian.SG	AM73.SG	Chile	Ancient FuegoPatagonian	FuegoPat	9_AFP
Chile_Fuego_Patagonian.SG	AM74.SG	Chile	Ancient FuegoPatagonian	FuegoPat	9_AFP
Chile_Fuego_Patagonian.SG_LowCov	AM72.SG	Chile	Ancient FuegoPatagonian	FuegoPat	9_AFP
